algorithm_name,env_n,size,best_solution,H,states,time
SA,8,15,"[13, 6, 9, 5, 8, 1, 12, 2, 7, 7, 0, 3, 9, 4, 14]",2,477,0.0037201240002104896
SA,9,15,"[6, 1, 13, 10, 3, 9, 14, 12, 2, 0, 5, 7, 4, 11, 8]",2,477,0.003686425000523741
SA,10,15,"[11, 9, 5, 12, 0, 4, 13, 7, 10, 14, 2, 6, 1, 3, 8]",0,273,0.0021236469992800266
SA,11,15,"[7, 2, 6, 11, 0, 4, 12, 5, 3, 1, 13, 8, 14, 0, 3]",2,477,0.0036798159999307245
SA,12,15,"[5, 0, 12, 9, 4, 8, 1, 14, 10, 2, 6, 11, 13, 7, 3]",1,477,0.003772764000132156
SA,13,15,"[11, 7, 1, 6, 2, 12, 10, 3, 13, 9, 2, 4, 0, 14, 8]",2,477,0.0037132849993213313
SA,14,15,"[11, 0, 3, 10, 6, 13, 9, 13, 1, 5, 2, 8, 12, 4, 12]",2,477,0.003692944999784231
SA,15,15,"[10, 14, 0, 8, 4, 7, 13, 11, 14, 12, 3, 5, 13, 1, 9]",2,477,0.004079237000041758
SA,16,15,"[6, 2, 10, 1, 9, 2, 5, 11, 4, 0, 12, 14, 7, 13, 3]",2,477,0.0037728140005128807
SA,17,15,"[9, 3, 10, 14, 1, 6, 13, 0, 7, 14, 4, 11, 8, 12, 2]",2,477,0.003683755000565725
SA,18,15,"[13, 5, 1, 11, 14, 7, 9, 2, 13, 10, 6, 0, 12, 4, 8]",1,477,0.003983870000411116
SA,19,15,"[11, 8, 10, 5, 2, 14, 1, 3, 7, 13, 4, 12, 9, 0, 3]",1,477,0.003886921000230359
SA,20,15,"[11, 1, 4, 13, 10, 0, 7, 3, 12, 6, 9, 14, 5, 5, 8]",1,477,0.005173686000489397
SA,21,15,"[7, 0, 14, 8, 5, 14, 9, 3, 6, 4, 12, 10, 5, 13, 11]",3,477,0.003712294000251859
SA,22,15,"[2, 7, 3, 6, 12, 9, 1, 4, 14, 11, 8, 10, 0, 13, 5]",2,477,0.004109486000743345
SA,23,15,"[1, 14, 4, 8, 12, 0, 2, 10, 5, 9, 0, 3, 6, 11, 13]",2,477,0.003716355000506155
SA,24,15,"[11, 9, 5, 1, 8, 0, 2, 7, 13, 4, 12, 5, 3, 10, 6]",2,477,0.003689105000376003
SA,25,15,"[8, 11, 7, 2, 6, 1, 12, 10, 5, 13, 4, 0, 13, 3, 9]",1,477,0.00402956899961282
SA,26,15,"[13, 10, 3, 6, 11, 2, 0, 3, 0, 7, 14, 1, 5, 12, 9]",2,477,0.003736755000318226
SA,27,15,"[11, 1, 4, 10, 14, 9, 3, 13, 2, 8, 5, 7, 13, 6, 12]",2,477,0.00397975900068559
SA,28,15,"[14, 2, 13, 10, 6, 3, 0, 0, 11, 9, 7, 1, 4, 12, 10]",2,477,0.0036981550001655705
SA,29,15,"[9, 4, 13, 8, 6, 2, 0, 5, 14, 10, 6, 3, 12, 2, 7]",3,477,0.0037413039999592
random,0,15,"[12, 1, 12, 4, 0, 3, 5, 11, 14, 4, 0, 13, 8, 2, 9]",5,200001,2.140321949999816
random,1,15,"[11, 3, 0, 13, 10, 5, 14, 0, 11, 8, 2, 6, 1, 9, 1]",4,200001,2.108901235999838
random,2,15,"[13, 6, 10, 14, 4, 0, 9, 11, 1, 7, 11, 13, 8, 10, 5]",3,200001,2.09953143400071
random,3,15,"[10, 13, 4, 12, 3, 0, 2, 11, 8, 14, 1, 1, 13, 9, 7]",3,200001,2.107818692999899
random,4,15,"[8, 0, 13, 6, 1, 12, 7, 13, 3, 5, 2, 9, 6, 4, 14]",4,200001,2.1165913009999713
random,5,15,"[7, 3, 1, 3, 7, 9, 4, 2, 13, 6, 6, 12, 0, 5, 8]",3,200001,2.125856114999806
random,6,15,"[14, 4, 6, 0, 11, 7, 3, 13, 8, 1, 9, 2, 0, 9, 12]",4,200001,2.126200343999699
random,7,15,"[9, 3, 10, 7, 2, 6, 2, 4, 8, 12, 5, 13, 1, 5, 0]",4,200001,2.1019776379998802
random,8,15,"[11, 5, 2, 4, 1, 14, 6, 2, 10, 8, 13, 9, 3, 0, 6]",4,200001,2.1158076729998356
random,9,15,"[5, 10, 11, 3, 12, 2, 13, 10, 7, 13, 8, 14, 0, 8, 6]",5,200001,2.1105497540002034
random,10,15,"[0, 12, 14, 7, 5, 1, 14, 8, 0, 2, 4, 13, 9, 12, 3]",4,200001,2.1146893439999985
random,11,15,"[13, 11, 5, 14, 11, 1, 4, 1, 10, 0, 9, 0, 13, 3, 7]",4,200001,2.141542374999517
random,12,15,"[8, 1, 13, 4, 8, 0, 3, 6, 10, 14, 11, 9, 5, 2, 0]",4,200001,2.1225116739997247
random,13,15,"[5, 11, 8, 14, 2, 8, 13, 0, 0, 4, 1, 12, 6, 3, 1]",4,200001,2.1209199620006984
random,14,15,"[1, 9, 7, 14, 12, 3, 13, 0, 2, 6, 1, 11, 8, 10, 4]",4,200001,2.131824865999988
random,15,15,"[0, 7, 9, 12, 3, 1, 6, 4, 2, 14, 11, 13, 4, 8, 5]",4,200001,2.159043338999254
random,16,15,"[13, 11, 1, 7, 5, 3, 11, 0, 10, 6, 4, 2, 0, 8, 14]",4,200001,2.156219840000631
random,17,15,"[6, 10, 12, 4, 0, 0, 14, 2, 2, 13, 8, 13, 11, 1, 5]",5,200001,2.192984090000209
random,18,15,"[12, 5, 13, 1, 0, 4, 14, 14, 11, 9, 4, 6, 3, 10, 2]",4,200001,2.1691698750000796
random,19,15,"[13, 5, 12, 1, 3, 0, 9, 8, 3, 14, 10, 7, 5, 4, 11]",5,200001,2.1715956709995226
random,20,15,"[12, 9, 4, 1, 8, 11, 5, 14, 0, 10, 0, 6, 3, 7, 14]",4,200001,2.1603021950004404
random,21,15,"[5, 3, 0, 10, 13, 11, 14, 2, 4, 1, 8, 12, 3, 7, 14]",4,200001,2.1587936900004934
random,22,15,"[12, 8, 1, 8, 0, 5, 3, 11, 14, 10, 13, 5, 7, 4, 6]",4,200001,2.169518097999571
random,23,15,"[12, 2, 6, 1, 7, 0, 11, 0, 8, 10, 2, 13, 3, 9, 4]",4,200001,2.186951690000569
random,24,15,"[8, 4, 11, 9, 2, 2, 8, 12, 1, 13, 14, 7, 3, 0, 6]",4,200001,2.1681352340001467
random,25,15,"[10, 12, 4, 8, 1, 9, 2, 2, 7, 3, 13, 4, 5, 14, 6]",4,200001,2.1873081409994484
random,26,15,"[3, 12, 0, 5, 8, 9, 14, 4, 13, 1, 1, 11, 6, 6, 10]",4,200001,2.1649335980000615
random,27,15,"[4, 1, 10, 2, 7, 11, 3, 0, 9, 1, 12, 9, 6, 2, 5]",3,200001,2.1524629769992316
random,28,15,"[6, 1, 12, 2, 13, 2, 10, 14, 0, 0, 8, 4, 14, 7, 9]",3,200001,2.1210666639999545
random,29,15,"[8, 14, 2, 13, 1, 7, 4, 10, 11, 5, 3, 0, 12, 12, 6]",3,200001,2.1245236690001548
