algorithm_name,env_n,size,best_solution,H,states,time
HC,17,15,"[12, 6, 11, 3, 5, 9, 4, 13, 0, 8, 1, 14, 7, 2, 10]",0,1484,0.010807402999489568
SA,17,15,"[9, 3, 10, 14, 1, 6, 13, 0, 7, 14, 4, 11, 8, 12, 2]",2,477,0.0037952310012769885
GA,17,15,"[0, 10, 8, 13, 11, 4, 2, 12, 6, 3, 7, 14, 1, 5, 9]",0,21073,0.19151786600559717
random,18,15,"[12, 5, 13, 1, 0, 4, 14, 14, 11, 9, 4, 6, 3, 10, 2]",4,200001,2.359843456004455
HC,18,15,"[5, 10, 2, 13, 11, 9, 0, 6, 4, 1, 12, 8, 3, 14, 7]",1,2120,0.015907891996903345
SA,18,15,"[13, 5, 1, 11, 14, 7, 9, 2, 13, 10, 6, 0, 12, 4, 8]",1,477,0.0039084670061129145
GA,18,15,"[5, 3, 14, 10, 8, 2, 9, 13, 6, 1, 11, 0, 7, 12, 4]",0,1767,0.016849690000526607
random,19,15,"[13, 5, 12, 1, 3, 0, 9, 8, 3, 14, 10, 7, 5, 4, 11]",5,200001,2.351271147999796
HC,19,15,"[2, 10, 5, 7, 0, 11, 14, 1, 13, 4, 9, 12, 3, 6, 12]",2,1484,0.01077058399823727
SA,19,15,"[11, 8, 10, 5, 2, 14, 1, 3, 7, 13, 4, 12, 9, 0, 3]",1,477,0.0037502310005947948
GA,19,15,"[11, 8, 6, 12, 0, 2, 14, 7, 13, 4, 9, 1, 10, 5, 3]",0,82617,0.7426654779992532
random,20,15,"[12, 9, 4, 1, 8, 11, 5, 14, 0, 10, 0, 6, 3, 7, 14]",4,200001,2.340185722001479
HC,20,15,"[1, 6, 11, 14, 2, 4, 8, 13, 0, 3, 5, 10, 12, 9, 11]",2,1272,0.009410687001945917
SA,20,15,"[11, 1, 4, 13, 10, 0, 7, 3, 12, 6, 9, 14, 5, 5, 8]",1,477,0.003889617000822909
GA,20,15,"[6, 10, 1, 7, 4, 0, 14, 8, 11, 5, 2, 13, 9, 3, 12]",0,1375,0.013153788000636268
random,21,15,"[5, 3, 0, 10, 13, 11, 14, 2, 4, 1, 8, 12, 3, 7, 14]",4,200001,2.392315814002359
HC,21,15,"[5, 1, 10, 4, 13, 8, 2, 9, 7, 0, 14, 3, 6, 10, 12]",1,2332,0.01760318299784558
SA,21,15,"[7, 0, 14, 8, 5, 14, 9, 3, 6, 4, 12, 10, 5, 13, 11]",3,477,0.0038879279964021407
GA,21,15,"[11, 9, 4, 10, 14, 0, 2, 5, 8, 12, 7, 3, 13, 6, 1]",0,1179,0.011561604995222297
random,22,15,"[12, 8, 1, 8, 0, 5, 3, 11, 14, 10, 13, 5, 7, 4, 6]",4,200001,2.3828348700044444
HC,22,15,"[11, 11, 5, 10, 4, 1, 3, 13, 9, 7, 0, 6, 14, 2, 8]",2,1484,0.010625038004945964
SA,22,15,"[2, 7, 3, 6, 12, 9, 1, 4, 14, 11, 8, 10, 0, 13, 5]",2,477,0.0037743700013379566
GA,22,15,"[8, 5, 13, 2, 10, 7, 3, 14, 11, 1, 6, 9, 12, 0, 4]",0,87223,0.7908108260016888
random,23,15,"[12, 2, 6, 1, 7, 0, 11, 0, 8, 10, 2, 13, 3, 9, 4]",4,200001,2.3567365890048677
HC,23,15,"[10, 5, 11, 14, 3, 6, 2, 12, 8, 0, 13, 4, 10, 1, 7]",2,2120,0.015004234002844896
SA,23,15,"[1, 14, 4, 8, 12, 0, 2, 10, 5, 9, 0, 3, 6, 11, 13]",2,477,0.0037654800034943037
GA,23,15,"[6, 13, 7, 1, 8, 2, 9, 14, 3, 10, 12, 5, 11, 0, 4]",0,81147,0.7239668430047459
random,24,15,"[8, 4, 11, 9, 2, 2, 8, 12, 1, 13, 14, 7, 3, 0, 6]",4,200001,2.347900988002948
HC,24,15,"[4, 11, 1, 8, 10, 13, 9, 14, 0, 3, 12, 2, 7, 6, 14]",3,1272,0.009144662995822728
SA,24,15,"[11, 9, 5, 1, 8, 0, 2, 7, 13, 4, 12, 5, 3, 10, 6]",2,477,0.0037494409989449196
GA,24,15,"[6, 2, 13, 11, 7, 12, 3, 1, 8, 4, 14, 10, 0, 9, 5]",0,8627,0.07883525899524102
random,25,15,"[10, 12, 4, 8, 1, 9, 2, 2, 7, 3, 13, 4, 5, 14, 6]",4,200001,2.3654285829979926
HC,25,15,"[14, 5, 11, 4, 6, 13, 9, 12, 0, 2, 6, 1, 3, 10, 8]",2,1272,0.00911628500034567
SA,25,15,"[8, 11, 7, 2, 6, 1, 12, 10, 5, 13, 4, 0, 13, 3, 9]",1,477,0.003764970002521295
GA,25,15,"[10, 2, 4, 9, 3, 8, 13, 7, 12, 14, 6, 0, 5, 11, 1]",0,9019,0.08217239999794401
random,26,15,"[3, 12, 0, 5, 8, 9, 14, 4, 13, 1, 1, 11, 6, 6, 10]",4,200001,2.384374323999509
HC,26,15,"[13, 3, 7, 2, 8, 11, 1, 14, 0, 5, 0, 9, 6, 10, 1]",2,1484,0.010944050998659804
SA,26,15,"[13, 10, 3, 6, 11, 2, 0, 3, 0, 7, 14, 1, 5, 12, 9]",2,477,0.003892827000527177
GA,26,15,"[0, 9, 11, 13, 8, 4, 12, 1, 3, 5, 7, 14, 10, 2, 6]",0,2159,0.020460175001062453
random,27,15,"[4, 1, 10, 2, 7, 11, 3, 0, 9, 1, 12, 9, 6, 2, 5]",3,200001,2.3376327810037765
HC,27,15,"[13, 1, 7, 4, 8, 14, 0, 13, 3, 1, 12, 10, 5, 2, 11]",2,2120,0.01523417799762683
SA,27,15,"[11, 1, 4, 10, 14, 9, 3, 13, 2, 8, 5, 7, 13, 6, 12]",2,477,0.003757311002118513
GA,27,15,"[12, 4, 10, 7, 6, 2, 9, 13, 3, 5, 11, 14, 1, 8, 0]",8,200001,1.7758312130026752
random,28,15,"[6, 1, 12, 2, 13, 2, 10, 14, 0, 0, 8, 4, 14, 7, 9]",3,200001,2.339677894000488
HC,28,15,"[1, 6, 2, 12, 2, 8, 10, 3, 14, 11, 7, 0, 9, 1, 4]",3,1272,0.009011096000904217
SA,28,15,"[14, 2, 13, 10, 6, 3, 0, 0, 11, 9, 7, 1, 4, 12, 10]",2,477,0.0037363910014391877
GA,28,15,"[8, 4, 7, 12, 14, 6, 1, 9, 2, 13, 3, 10, 0, 11, 5]",0,27443,0.24566961100208573
random,29,15,"[8, 14, 2, 13, 1, 7, 4, 10, 11, 5, 3, 0, 12, 12, 6]",3,200001,2.32797294199554
HC,29,15,"[0, 14, 6, 9, 11, 1, 7, 12, 2, 8, 1, 13, 5, 10, 4]",3,1272,0.008930867996241432
SA,29,15,"[9, 4, 13, 8, 6, 2, 0, 5, 14, 10, 6, 3, 12, 2, 7]",3,477,0.0037213420000625774
GA,29,15,"[3, 12, 10, 4, 1, 11, 0, 2, 6, 14, 9, 13, 8, 5, 7]",0,8235,0.0750275909958873
